src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
49.142.91.110,172.31.41.155,10586,5000,6,2022-12-11 10:30:33,22179.365158081055,29757.38914508691,315.60867275092176,180.34781300052674,135.26085975039504,4,3,454,206,228.0,66.0,113.5,66.48872084797542,74.0,66.0,68.66666666666667,3.7712361663282534,228,66,94.28571428571429,54.99536158548617,3024.489795918368,80,60,20,2,3696.560859680176,11323.45199584961,0.0,5213.735383131858,22171.735763549805,11337.995529174805,0.0,7390.578587849935,5229.981341456383,22164.82162475586,11346.817016601562,10818.004608154297,11082.41081237793,264.4062042236328,0,0,0,0,1,0,0,0,0,0,0,0.75,94.28571428571429,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.5,68.66666666666667,0,4,3,454,206
49.142.91.110,172.31.41.155,10588,5000,6,2022-12-11 10:30:33,20849.70474243164,31367.350668953688,335.73616923956547,191.84923956546598,143.8869296740995,4,3,448,206,221.0,66.0,112.0,63.37586291325744,74.0,66.0,68.66666666666667,3.7712361663282534,221,66,93.42857142857143,52.546189593692965,2761.1020408163267,80,60,20,2,3474.9507904052734,10504.961013793945,0.0,4889.838668318849,20838.97590637207,10527.372360229492,0.0,6946.325302124023,4912.583532621739,20812.273025512695,10515.689849853516,10296.58317565918,10406.136512756348,109.55333709716797,0,0,0,0,1,0,0,0,0,0,0,0.75,93.42857142857143,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,68.66666666666667,0,4,3,448,206
49.142.91.110,172.31.41.155,10590,5000,6,2022-12-11 10:30:33,25211.811065673828,26733.501938607606,277.64764624666657,158.65579785523803,118.99184839142852,4,3,468,206,241.0,66.0,117.0,71.98263679527167,74.0,66.0,68.66666666666667,3.7712361663282534,241,66,96.28571428571429,59.490009451081754,3539.061224489796,80,60,20,2,4201.968510945638,12788.29574584961,0.2384185791015625,5923.181801413904,25201.55906677246,12799.501419067383,0.2384185791015625,8400.519688924154,5942.114205495749,25200.605392456055,12825.01220703125,12375.593185424805,12600.302696228027,224.70951080322266,0,0,0,0,1,0,0,0,0,0,0,0.75,96.28571428571429,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,68.66666666666667,0,4,3,468,206
49.142.91.110,172.31.41.155,10592,5000,6,2022-12-11 10:30:33,21960.735321044922,27913.455129736187,318.75071110628596,182.14326348930626,136.6074476169797,4,3,407,206,181.0,66.0,101.75,46.30537225851877,74.0,66.0,68.66666666666667,3.7712361663282534,181,66,87.57142857142857,38.721928607728735,1499.387755102041,80,60,20,2,3660.122553507487,11102.19955444336,0.0,5160.192244008469,21950.00648498535,11124.849319458008,0.0,7316.66882832845,5175.11261741274,21946.90704345703,11112.92839050293,10833.978652954102,10973.453521728516,139.47486877441406,0,0,0,0,1,0,0,0,0,0,0,0.75,87.57142857142857,64240,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.75,68.66666666666667,0,4,3,407,206
49.142.91.110,172.31.41.155,10594,5000,6,2022-12-11 10:30:33,23304.462432861328,28578.21766619606,300.37165715221084,171.6409469441205,128.73071020809036,4,3,460,206,233.0,66.0,115.0,68.5383104548106,74.0,66.0,68.66666666666667,3.7712361663282534,233,66,95.14285714285714,56.710867115391494,3216.1224489795923,80,60,20,2,3884.0770721435547,11691.33186340332,0.2384185791015625,5478.442963475157,23293.733596801758,11702.299118041992,0.2384185791015625,7764.577865600586,5490.404433117652,23293.495178222656,11710.882186889648,11582.612991333008,11646.747589111328,64.13459777832031,0,0,0,0,1,0,0,0,0,0,0,0.75,95.14285714285714,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,68.66666666666667,0,4,3,460,206
49.142.91.110,172.31.41.155,10596,5000,6,2022-12-11 10:30:33,24986.26708984375,26654.64183206107,280.153893129771,160.0879389312977,120.06595419847328,4,3,460,206,234.0,66.0,115.0,69.0724257573165,74.0,66.0,68.66666666666667,3.7712361663282534,234,66,95.14285714285714,57.079965390490486,3258.122448979592,80,60,20,2,4164.377848307292,12475.49057006836,6.9141387939453125,5869.2636438779155,24976.015090942383,12482.404708862305,25.033950805664062,8325.338363647461,5869.204251270412,24971.723556518555,12485.980987548828,12485.742568969727,12485.861778259277,0.11920928955078125,0,0,0,0,1,0,0,0,0,0,0,0.75,95.14285714285714,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,68.66666666666667,0,4,3,460,206
49.142.91.110,172.31.41.155,10598,5000,6,2022-12-11 10:30:33,25237.7986907959,26309.74310141231,277.36174956308156,158.4924283217609,118.86932124132068,4,3,458,206,232.0,66.0,114.5,68.21106948289258,74.0,66.0,68.66666666666667,3.7712361663282534,232,66,94.85714285714286,56.38497411653613,3179.265306122449,80,60,20,2,4206.299781799316,12627.601623535156,0.0,5930.436219092246,25227.30827331543,12646.675109863281,0.0,8409.10275777181,5946.194709097325,25215.864181518555,12638.092041015625,12577.77214050293,12607.932090759277,30.159950256347656,0,0,0,0,1,0,0,0,0,0,0,0.75,94.85714285714286,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.5,68.66666666666667,0,4,3,458,206
49.142.91.110,172.31.41.155,10600,5000,6,2022-12-11 10:30:33,20526.885986328125,32493.969150715482,341.0161679985133,194.86638171343617,146.1497862850771,4,3,461,206,234.0,66.0,115.25,68.96874292025338,74.0,66.0,68.66666666666667,3.7712361663282534,234,66,95.28571428571429,57.05815150406842,3255.632653061225,80,60,20,2,3421.147664388021,10281.562805175781,0.2384185791015625,4819.7615986467135,20513.534545898438,10304.927825927734,0.2384185791015625,6837.8448486328125,4835.078572590009,20511.388778686523,10294.914245605469,10216.474533081055,10255.694389343262,39.21985626220703,0,0,0,0,1,0,0,0,0,0,0,0.75,95.28571428571429,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.25,68.66666666666667,0,4,3,461,206
49.142.91.110,172.31.41.155,10602,5000,6,2022-12-11 10:30:33,20306.110382080078,32207.05431489961,344.7238229423506,196.9850416813432,147.7387812610074,4,3,448,206,222.0,66.0,112.0,63.90618123468183,74.0,66.0,68.66666666666667,3.7712361663282534,222,66,93.42857142857143,52.91194070706304,2799.6734693877547,80,60,20,2,3384.3517303466797,10139.46533203125,0.2384185791015625,4763.800659421622,20295.381546020508,10179.519653320312,0.2384185791015625,6765.127182006836,4783.569843160522,20293.712615966797,10150.19416809082,10143.518447875977,10146.856307983398,3.337860107421875,0,0,0,0,1,0,0,0,0,0,0,0.75,93.42857142857143,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,68.66666666666667,0,4,3,448,206
49.142.91.110,172.31.41.155,10604,5000,6,2022-12-11 10:30:33,23354.768753051758,28045.664117929296,299.7246546954276,171.27123125453005,128.45342344089752,4,3,449,206,223.0,66.0,112.25,64.33651762413008,74.0,66.0,68.66666666666667,3.7712361663282534,223,66,93.57142857142857,53.2590894800587,2836.5306122448987,80,60,20,2,3892.4614588419595,11751.413345336914,0.2384185791015625,5490.548210707556,23347.37777709961,11773.109436035156,0.2384185791015625,7782.459259033203,5503.461278769778,23343.08624267578,11758.804321289062,11584.281921386719,11671.54312133789,87.26119995117188,0,0,0,0,1,0,0,0,0,0,0,0.75,93.57142857142857,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.25,68.66666666666667,0,4,3,449,206
49.142.91.110,172.31.41.155,10606,5000,6,2022-12-11 10:30:33,20893.81217956543,31827.604952359216,335.02742055114965,191.44424031494265,143.583180236207,4,3,459,206,233.0,66.0,114.75,68.64173293267005,74.0,66.0,68.66666666666667,3.7712361663282534,233,66,95.0,56.73245480826146,3218.5714285714284,80,60,20,2,3482.3020299275718,10597.467422485352,0.2384185791015625,4909.559766545479,20883.32176208496,10610.818862915039,0.2384185791015625,6961.10725402832,4924.017734580428,20880.460739135742,10619.401931762695,10261.058807373047,10440.230369567871,179.17156219482422,0,0,0,0,1,0,0,0,0,0,0,0.75,95.0,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.75,68.66666666666667,0,4,3,459,206
49.142.91.110,172.31.41.155,10608,5000,6,2022-12-11 10:30:33,24751.42478942871,26907.541915908107,282.8120021191543,161.60685835380244,121.20514376535183,4,3,460,206,233.0,66.0,115.0,68.5383104548106,74.0,66.0,68.66666666666667,3.7712361663282534,233,66,95.14285714285714,56.710867115391494,3216.1224489795923,80,60,20,2,4125.237464904785,12421.369552612305,0.2384185791015625,5810.887085443226,24719.4766998291,12444.496154785156,0.2384185791015625,8239.825566609701,5826.680094474955,24740.934371948242,12453.317642211914,12287.616729736328,12370.467185974121,82.85045623779297,0,0,0,0,1,0,0,0,0,0,0,0.75,95.14285714285714,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,68.66666666666667,0,4,3,460,206
49.142.91.110,172.31.41.155,10610,5000,6,2022-12-11 10:30:33,24591.20750427246,27082.850644251186,284.65458635098844,162.65976362913625,121.99482272185219,4,3,460,206,234.0,66.0,115.0,69.0724257573165,74.0,66.0,68.66666666666667,3.7712361663282534,234,66,95.14285714285714,57.079965390490486,3258.122448979592,80,60,20,2,4098.53458404541,12338.876724243164,0.2384185791015625,5780.316452502198,24583.816528320312,12359.857559204102,0.2384185791015625,8194.605509440104,5794.559076474042,24574.51820373535,12346.267700195312,12228.250503540039,12287.259101867676,59.00859832763672,0,0,0,0,1,0,0,0,0,0,0,0.75,95.14285714285714,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,68.66666666666667,0,4,3,460,206
49.142.91.110,172.31.41.155,10612,5000,6,2022-12-11 10:30:33,22226.572036743164,30279.073124161972,314.9383534459641,179.96477339769376,134.97358004827032,4,3,467,206,241.0,66.0,116.75,72.08805379534115,74.0,66.0,68.66666666666667,3.7712361663282534,241,66,96.14285714285714,59.51333241126628,3541.836734693878,80,60,20,2,3704.4286727905273,11176.824569702148,0.0,5217.228510776033,22201.061248779297,11191.368103027344,0.0,7400.353749593099,5233.365912543777,22212.02850341797,11198.759078979492,11013.269424438477,11106.014251708984,92.74482727050781,0,0,0,0,1,0,0,0,0,0,0,0.75,96.14285714285714,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.75,68.66666666666667,0,4,3,467,206
49.142.91.110,172.31.41.155,10614,5000,6,2022-12-11 10:30:33,25475.97885131836,24101.134782039044,274.7686375802497,157.01065004585698,117.75798753439273,4,3,408,206,181.0,66.0,102.0,46.22228899567826,74.0,66.0,68.66666666666667,3.7712361663282534,181,66,87.71428571428571,38.71771202550321,1499.061224489796,80,60,20,2,4245.996475219727,12881.994247436523,0.0,5986.436303971314,25468.826293945312,12892.723083496094,0.0,8489.608764648438,6004.451391459435,25465.25001525879,12918.233871459961,12547.016143798828,12732.625007629395,185.6088638305664,0,0,0,0,1,0,0,0,0,0,0,0.75,87.71428571428571,64240,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,68.66666666666667,0,4,3,408,206
49.142.91.110,172.31.41.155,10616,5000,6,2022-12-11 10:30:33,25407.791137695312,23969.025748817658,275.5060430898581,157.43202462277605,118.07401846708206,4,3,403,206,178.0,66.0,100.75,45.107510461119446,74.0,66.0,68.66666666666667,3.7712361663282534,178,66,87.0,37.69425875192591,1420.857142857143,80,60,20,2,4234.631856282552,13031.482696533203,5.7220458984375,5958.850562093016,25400.638580322266,13037.20474243164,67.23403930664062,8466.879526774088,5947.145271363444,25392.29393005371,13038.63525390625,12353.658676147461,12696.146965026855,342.48828887939453,0,0,0,0,1,0,0,0,0,0,0,0.75,87.0,64240,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.75,68.66666666666667,0,4,3,403,206
49.142.91.110,172.31.41.155,10618,5000,6,2022-12-11 10:30:33,25598.764419555664,26016.880701133476,273.45069805996144,156.2575417485494,117.19315631141204,4,3,460,206,233.0,66.0,115.0,68.5383104548106,74.0,66.0,68.66666666666667,3.7712361663282534,233,66,95.14285714285714,56.710867115391494,3216.1224489795923,80,60,20,2,4266.46073659261,12900.590896606445,6.198883056640625,6013.092778798995,25588.035583496094,12914.896011352539,28.371810913085938,8529.345194498697,6012.107432462251,25584.45930480957,12935.161590576172,12649.297714233398,12792.229652404785,142.93193817138672,0,0,0,0,1,0,0,0,0,0,0,0.75,95.14285714285714,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,68.66666666666667,0,4,3,460,206
49.142.91.110,172.31.41.155,10620,5000,6,2022-12-11 10:30:33,20671.12922668457,32073.719472670444,338.63655551839076,193.50660315336617,145.12995236502462,4,3,457,206,230.0,66.0,114.25,67.24721183811266,74.0,66.0,68.66666666666667,3.7712361663282534,230,66,94.71428571428571,55.66921253700106,3099.0612244897957,80,60,20,2,3445.1882044474282,10586.261749267578,0.0,4858.373889086619,20660.877227783203,10607.719421386719,0.0,6886.959075927734,4875.075290449895,20656.347274780273,10596.513748168945,10059.833526611328,10328.173637390137,268.3401107788086,0,0,0,0,1,0,0,0,0,0,0,0.75,94.71428571428571,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.25,68.66666666666667,0,4,3,457,206
49.142.91.110,172.31.41.155,10622,5000,6,2022-12-11 10:30:33,24697.78060913086,27006.475219615793,283.426276667632,161.95787238150402,121.468404286128,4,3,461,206,234.0,66.0,115.25,68.96874292025338,74.0,66.0,68.66666666666667,3.7712361663282534,234,66,95.28571428571429,57.05815150406842,3255.632653061225,80,60,20,2,4116.296768188477,12210.607528686523,7.62939453125,5713.970434792085,24677.515029907227,12218.236923217773,266.79039001464844,8225.838343302408,5627.906597037064,24686.813354492188,12455.940246582031,12230.873107910156,12343.406677246094,112.5335693359375,0,0,0,0,1,0,0,0,0,0,0,0.75,95.28571428571429,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.25,68.66666666666667,0,4,3,461,206
49.142.91.110,172.31.41.155,10624,5000,6,2022-12-11 10:30:33,24583.816528320312,25301.197610365427,284.7401660330514,162.70866630460083,122.03149972845061,4,3,416,206,189.0,66.0,104.0,49.64373072201565,74.0,66.0,68.66666666666667,3.7712361663282534,189,66,88.85714285714286,41.47435893391954,1720.1224489795918,80,60,20,2,4097.302754720052,12205.60073852539,6.67572021484375,5695.516656653271,24577.14080810547,12213.945388793945,258.2073211669922,8192.38026936849,5610.483829509166,24574.995040893555,12362.71858215332,12212.276458740234,12287.497520446777,75.22106170654297,0,0,0,0,1,0,0,0,0,0,0,0.75,88.85714285714286,64240,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,68.66666666666667,0,4,3,416,206
49.142.91.110,172.31.41.155,10626,5000,6,2022-12-11 10:30:33,22850.990295410156,28795.25094945954,306.332456909144,175.0471182337966,131.28533867534745,4,3,452,206,226.0,66.0,113.0,65.62773803811922,74.0,66.0,68.66666666666667,3.7712361663282534,226,66,94.0,54.30074979750674,2948.5714285714284,80,60,20,2,3808.4983825683594,11712.789535522461,7.8678131103515625,5299.537585494379,22827.3868560791,11720.657348632812,216.00723266601562,7609.128952026367,5238.694788123023,22836.923599243164,11736.392974853516,11100.530624389648,11418.461799621582,317.9311752319336,0,0,0,0,1,0,0,0,0,0,0,0.75,94.0,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,68.66666666666667,0,4,3,452,206
49.142.91.110,172.31.41.155,10628,5000,6,2022-12-11 10:30:33,23282.766342163086,28089.44566074446,300.65155905995596,171.8008908914034,128.85066816855255,4,3,448,206,222.0,66.0,112.0,63.90618123468183,74.0,66.0,68.66666666666667,3.7712361663282534,222,66,93.42857142857143,52.91194070706304,2799.6734693877547,80,60,20,2,3880.461057027181,11683.940887451172,0.2384185791015625,5466.3942012501575,23269.6533203125,11696.100234985352,0.2384185791015625,7756.551106770833,5484.770366611829,23270.606994628906,11719.703674316406,11550.9033203125,11635.303497314453,84.40017700195312,0,0,0,0,1,0,0,0,0,0,0,0.75,93.42857142857143,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,68.66666666666667,0,4,3,448,206
49.142.91.110,172.31.41.155,10630,5000,6,2022-12-11 10:30:33,23659.944534301758,28106.574765460464,295.8586817416891,169.06210385239376,126.79657788929532,4,3,459,206,232.0,66.0,114.75,68.10791070059337,74.0,66.0,68.66666666666667,3.7712361663282534,232,66,95.0,56.36361541683733,3176.8571428571427,80,60,20,2,3943.324089050293,12040.376663208008,0.2384185791015625,5547.477864555297,23649.215698242188,12075.662612915039,0.2384185791015625,7883.0718994140625,5577.776506200538,23617.982864379883,12051.105499267578,11566.877365112305,11808.991432189941,242.11406707763672,0,0,0,0,1,0,0,0,0,0,0,0.75,95.0,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.75,68.66666666666667,0,4,3,459,206
49.142.91.110,172.31.41.155,10632,5000,6,2022-12-11 10:30:33,23586.750030517578,27727.431678964924,296.7767916708784,169.5867380976448,127.1900535732336,4,3,448,206,221.0,66.0,112.0,63.37586291325744,74.0,66.0,68.66666666666667,3.7712361663282534,221,66,93.42857142857143,52.546189593692965,2761.1020408163267,80,60,20,2,3931.125005086263,12209.653854370117,0.0,5549.308400843582,23574.5906829834,12221.097946166992,0.0,7858.1968943278,5567.861859058668,23575.305938720703,12231.111526489258,11344.194412231445,11787.652969360352,443.45855712890625,0,0,0,0,1,0,0,0,0,0,0,0.75,93.42857142857143,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,68.66666666666667,0,4,3,448,206
49.142.91.110,172.31.41.155,10634,5000,6,2022-12-11 10:30:33,22906.54182434082,28856.385440844322,305.58955837505334,174.62260478574476,130.9669535893086,4,3,455,206,228.0,66.0,113.75,66.38665151971442,74.0,66.0,68.66666666666667,3.7712361663282534,228,66,94.42857142857143,54.974947912291675,3022.244897959183,80,60,20,2,3817.75697072347,11589.527130126953,0.0,5377.836361481676,22899.389266967773,11624.813079833984,0.0,7633.129755655925,5399.331370349602,22871.25587463379,11609.792709350586,11261.463165283203,11435.627937316895,174.1647720336914,0,0,0,0,1,0,0,0,0,0,0,0.75,94.42857142857143,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.75,68.66666666666667,0,4,3,455,206
49.142.91.110,172.31.41.155,10636,5000,6,2022-12-11 10:30:33,22756.099700927734,28827.43565995432,307.60983173731745,175.77704670703852,131.8327850302789,4,3,450,206,223.0,66.0,112.5,64.23589339302443,74.0,66.0,68.66666666666667,3.7712361663282534,223,66,93.71428571428571,53.23992670842407,2834.489795918367,80,60,20,2,3792.6832834879556,11404.275894165039,0.2384185791015625,5349.992421753592,22748.470306396484,11424.541473388672,0.2384185791015625,7582.823435465495,5361.855362201649,22745.370864868164,11411.905288696289,11333.465576171875,11372.685432434082,39.21985626220703,0,0,0,0,1,0,0,0,0,0,0,0.75,93.71428571428571,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,68.66666666666667,0,4,3,450,206
49.142.91.110,172.31.41.155,10638,5000,6,2022-12-11 10:30:33,22192.23976135254,29469.760917910207,315.4255755739625,180.24318604226426,135.1823895316982,4,3,448,206,222.0,66.0,112.0,63.90618123468183,74.0,66.0,68.66666666666667,3.7712361663282534,222,66,93.42857142857143,52.91194070706304,2799.6734693877547,80,60,20,2,3698.70662689209,11204.004287719727,0.0,5212.716158512496,22185.087203979492,11233.806610107422,0.0,7395.029067993164,5230.347115619915,22176.504135131836,11211.156845092773,10965.347290039062,11088.252067565918,122.90477752685547,0,0,0,0,1,0,0,0,0,0,0,0.75,93.42857142857143,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,68.66666666666667,0,4,3,448,206
49.142.91.110,172.31.41.155,10640,5000,6,2022-12-11 10:30:33,20640.61164855957,29940.973190255623,339.13723678283066,193.7927067330461,145.34453004978457,4,3,412,206,186.0,66.0,103.0,48.4458460551573,74.0,66.0,68.66666666666667,3.7712361663282534,186,66,88.28571428571429,40.44648770099746,1635.9183673469386,80,60,20,2,3440.101941426595,10341.644287109375,0.0,4839.553894076793,20630.359649658203,10392.66586303711,0.0,6876.786549886067,4863.033965584147,20629.405975341797,10351.896286010742,10277.509689331055,10314.702987670898,37.19329833984375,0,0,0,0,1,0,0,0,0,0,0,0.75,88.28571428571429,64240,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,68.66666666666667,0,4,3,412,206
49.142.91.110,172.31.41.155,10642,5000,6,2022-12-11 10:30:33,22157.43064880371,29516.057631678053,315.9211061494593,180.5263463711196,135.3947597783397,4,3,448,206,222.0,66.0,112.0,63.90618123468183,74.0,66.0,68.66666666666667,3.7712361663282534,222,66,93.42857142857143,52.91194070706304,2799.6734693877547,80,60,20,2,3692.9051081339517,11165.380477905273,0.2384185791015625,5205.67533182674,22146.224975585938,11181.831359863281,0.2384185791015625,7382.0749918619795,5220.503112660479,22140.979766845703,11186.599731445312,10954.38003540039,11070.489883422852,116.10984802246094,0,0,0,0,1,0,0,0,0,0,0,0.75,93.42857142857143,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,68.66666666666667,0,4,3,448,206
49.142.91.110,172.31.41.155,10644,5000,6,2022-12-11 10:30:33,21975.994110107422,30305.796254909194,318.52939006661313,182.01679432377895,136.5125957428342,4,3,460,206,233.0,66.0,115.0,68.5383104548106,74.0,66.0,68.66666666666667,3.7712361663282534,233,66,95.14285714285714,56.710867115391494,3216.1224489795923,80,60,20,2,3662.665685017904,11191.129684448242,0.2384185791015625,5166.001894410485,21965.742111206055,11203.765869140625,0.2384185791015625,7321.914037068685,5180.350541232698,21963.35792541504,11211.872100830078,10751.485824584961,10981.67896270752,230.1931381225586,0,0,0,0,1,0,0,0,0,0,0,0.75,95.14285714285714,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,68.66666666666667,0,4,3,460,206
49.142.91.110,172.31.41.155,10646,5000,6,2022-12-11 10:30:33,22934.675216674805,29082.600634128594,305.21469930869586,174.40839960496908,130.8062997037268,4,3,461,206,234.0,66.0,115.25,68.96874292025338,74.0,66.0,68.66666666666667,3.7712361663282534,234,66,95.28571428571429,57.05815150406842,3255.632653061225,80,60,20,2,3822.445869445801,11621.475219726562,0.0,5392.783661687766,22927.522659301758,11632.442474365234,0.0,7642.507553100586,5405.823687036156,22923.707962036133,11642.694473266602,11281.013488769531,11461.853981018066,180.84049224853516,0,0,0,0,1,0,0,0,0,0,0,0.75,95.28571428571429,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.25,68.66666666666667,0,4,3,461,206
49.142.91.110,172.31.41.155,10648,5000,6,2022-12-11 10:30:33,21993.637084960938,29735.87303789784,318.2738704362154,181.87078310640882,136.4030873298066,4,3,448,206,222.0,66.0,112.0,63.90618123468183,74.0,66.0,68.66666666666667,3.7712361663282534,222,66,93.42857142857143,52.91194070706304,2799.6734693877547,80,60,20,2,3665.6061808268228,11022.329330444336,6.198883056640625,5164.157149351782,21986.722946166992,11032.819747924805,32.66334533691406,7328.907648722331,5159.424917517859,21983.14666748047,11061.19155883789,10921.955108642578,10991.573333740234,69.61822509765625,0,0,0,0,1,0,0,0,0,0,0,0.75,93.42857142857143,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,68.66666666666667,0,4,3,448,206
49.142.91.110,172.31.41.155,10650,5000,6,2022-12-11 10:30:33,20740.985870361328,31772.838770489918,337.49601121916453,192.85486355380831,144.64114766535624,4,3,453,206,227.0,66.0,113.25,66.05821296402137,74.0,66.0,68.66666666666667,3.7712361663282534,227,66,94.14285714285714,54.64803896998781,2986.408163265306,80,60,20,2,3456.8309783935547,10426.044464111328,0.2384185791015625,4863.219486644781,20730.257034301758,10437.01171875,0.2384185791015625,6910.085678100586,4886.353528594454,20730.018615722656,10477.304458618164,10252.714157104492,10365.009307861328,112.29515075683594,0,0,0,0,1,0,0,0,0,0,0,0.75,94.14285714285714,64240,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.25,68.66666666666667,0,4,3,453,206
